"","year","month","state","total.illnesses","avg.meantemp","avg.maxtemp","avg.mintemp","avg.prcp","avg.snow","avg.snowdepth","avg.lagmeantemp","avg.lagmintemp","avg.lagmaxtemp","avg.lagprcp","avg.lagsnow","avg.lagsdepth"
"47",2005,5,"Illinois",171,58.125,68.75,47.5,0.05,0,0,55.625,45.5,65.75,0.05,0,0
"48",2005,6,"Illinois",2,74.4,82.8,66,0.012,0,0,69.7,60.6,78.8,0,0,0
"49",2005,9,"Wisconsin",6,48.53,72.8,55.6,0.04,0,0,48.53,60,75,0.042,0,0
"50",2006,3,"Illinois",192,40.3,48.4,32.2,0.048,0,0,38.7,29.8,47.6,0.048,0,0
"51",2006,5,"Illinois",11,66,76,56,0.222,0,0,61,49.4,72.6,0.222,0,0
"52",2006,8,"Illinois",9,76.6,84.8,68.4,0.246,0,0,78.5,70.2,86.8,0.252,0,0
"53",2006,9,"Iowa",4,72,72,54.75,0.6975,0,0,74,58.25,74,0.725,0,0
"54",2006,10,"Illinois",5,51.875,61.75,42,0.1925,0,0,56.625,47.5,65.75,0.195,0,0
"55",2006,11,"Wisconsin",2,48.53,46,30,0.18,0,0,48.53,32.25,42.75,0.18,0,0
"56",2006,12,"Iowa",20,42.4,42.4,24.8,0.224,0.2,0,44.6,27.8,44.6,0.002,0,0
"57",2007,2,"Illinois",18,22.5,29.75,15.25,0.0075,0.575,4,17.25,9,25.5,0.0075,0.6,3.75
"58",2007,3,"Illinois",2,43.875,53.25,34.5,0.3625,0.025,0,40.125,30.75,49.5,0.275,0.025,0.25
"59",2007,4,"Illinois",13,40.75,45.25,36.25,0.6875,0.475,0.25,40.625,35.75,45.5,0.4125,0.475,0.25
"60",2007,4,"Wisconsin",53,48.53,49.75,34.25,0,0,0,48.53,33,48.5,0.01,0,0
"61",2007,5,"Illinois",6,66.5,75.6,57.4,0.036,0,0,60.3,52.6,68,0.326,0,0
"62",2007,5,"Wisconsin",229,48.53,64.5,46.75,0,0,0,48.53,45,61.25,0,0,0
"63",2007,6,"Illinois",811,72.5,83.5,61.5,0.0275,0,0,72.25,61.25,83.25,0,0,0
"64",2007,7,"Illinois",12,74.875,82.5,67.25,0.485,0,0,75.875,67.5,84.25,0.5125,0,0
"65",2007,9,"Wisconsin",11,48.53,75.25,53.75,0.02,0,0,48.53,54.75,77.75,0.02,0,0
"66",2007,10,"Iowa",3,70.25,70.25,52,0.5375,0,0,75.5,58.75,75.5,0.6,0,0
"67",2007,12,"Wisconsin",8,48.53,31.75,24.5,0.1025,1.475,5.5,48.53,22,31.5,0.005,0.1,5.25
"68",2008,4,"Iowa",12,58.5,58.5,38,0.0075,0,0,58,39.75,58,0.005,0,0
"69",2008,5,"Iowa",6,72,72,46,0.1925,0,0,64.25,40.5,64.25,0.0075,0,0
"70",2008,8,"Illinois",4,73,81,65,0.01,0,0,75.5,68,83,0.01,0,0
"71",2008,10,"Illinois",18,51.5,58.8,44.2,0.09,0,0,57.5,50,65,0.09,0,0
"72",2008,12,"Illinois",9,22.5,30,15,0.072,0.12,2.2,25.2,17.2,33.2,0.072,0.12,2.2
"73",2009,1,"Illinois",7,16.5,23.5,9.5,0.0925,1.55,6,17.25,9.5,25,0.0675,1.175,4.25
"74",2009,3,"Illinois",11,39.125,46.5,31.75,0,0,0,39,30.25,47.75,0,0,0
"75",2009,4,"Wisconsin",14,48.53,60.75,36.5,0.0175,0,0,48.53,32.75,50.25,0.0175,0,0
"76",2009,6,"Illinois",13,66.625,73.5,59.75,0.0325,0,0,62.5,56,69,0.015,0,0
"77",2009,9,"Illinois",32,65.2,71.6,58.8,0,0,0,67.9,62,73.8,0.144,0,0
"78",2009,10,"Illinois",7,53.5,59,48,0.0125,0,0,53.625,47.5,59.75,0.0125,0,0
"79",2009,11,"Wisconsin",11,48.53,52.75,38.75,0,0,0,48.53,43,59.5,0.175,0,0
"80",2009,12,"Iowa",11,31.75,31.75,20.25,0.0625,1.175,7.25,35,26,35,0.0375,0.625,4.25
"81",2010,2,"Illinois",2,26.5,30.75,22.25,0.0425,0.85,4,24.375,19.5,29.25,0.0225,0.4,3
"82",2010,3,"Wisconsin",5,48.53,45.5,31,0.0175,0,1,48.53,28.75,45.75,0.0175,0,2.5
"83",2010,4,"Illinois",114,53.25,65.25,41.25,0.195,0,0,57,45.25,68.75,0.195,0,0
"84",2010,6,"Illinois",83,72.2,81.4,63,0.46,0,0,74.3,65.4,83.2,0.46,0,0
"85",2010,6,"Iowa",4,81.25,81.25,64.5,0.6,0,0,82.75,63.25,82.75,0.1875,0,0
"86",2010,7,"Illinois",6,82.5,91.5,73.5,0.035,0,0,78.125,68.5,87.75,0.025,0,0
"87",2010,7,"Iowa",5,84.5,84.5,69.25,0.57,0,0,84,69.75,84,1.0175,0,0
"88",2010,7,"Wisconsin",9,48.53,84.6,66.6,0.044,0,0,48.53,67,85.8,0.044,0,0
"89",2010,8,"Illinois",35,76.125,83.5,68.75,0.11,0,0,79.375,72.25,86.5,0.12,0,0
"90",2010,8,"Wisconsin",24,48.53,85.75,66.25,0.18,0,0,48.53,66.75,84.25,0.18,0,0
"91",2010,9,"Illinois",2,67.6,75.4,59.8,0.034,0,0,69.2,62.4,76,0.034,0,0
"92",2010,9,"Iowa",4,73.75,73.75,52.25,0.045,0,0,79.75,58,79.75,0.045,0,0
"93",2010,10,"Iowa",10,66.2,66.2,45.6,0,0,0,69.2,47,69.2,0,0,0
"94",2011,1,"Illinois",29,23.25,29,17.5,0,0,1.5,24.125,17.25,31,0.0125,0,2.25
"95",2011,3,"Illinois",4,39.6,48.2,31,0.124,0.02,0,37.7,29.6,45.8,0.142,0.06,0
"96",2011,4,"Illinois",36,47.875,55.75,40,0.0825,0,0,45.125,36.75,53.5,0,0,0
"97",2011,9,"Illinois",20,60.25,66.5,54,0.05,0,0,64.875,57,72.75,0.0375,0,0
"98",2011,9,"Wisconsin",20,48.53,68.4,53.8,0.004,0,0,48.53,56.4,72.8,0,0,0
"99",2011,10,"Iowa",7,70.6,70.6,44.8,0,0,0,72.6,45.6,72.6,0,0,0
"100",2012,2,"Illinois",3,38.6,45.6,31.6,0.082,0,0,35,29.4,40.6,0.03,0,0
"101",2012,4,"Illinois",60,51.625,60.75,42.5,0.0225,0,0,51.75,41.25,62.25,0.0125,0,0
"102",2012,4,"Wisconsin",3,48.53,49.5,34.5,0.0575,0,0,48.53,35.5,47.75,0.1525,0,0
"103",2012,5,"Iowa",6,81,81,60.5,0.3075,0,0,70.75,53.5,70.75,0.3475,0,0
"104",2012,5,"Wisconsin",21,48.53,75,52,0.0025,0,0,48.53,45,68,0,0,0
"105",2012,6,"Illinois",8,73,82.75,63.25,0,0,0,68.875,60.5,77.25,0,0,0
"106",2012,6,"Iowa",17,88.5,88.5,64,0.015,0,0,89,65.25,89,0.015,0,0
"107",2012,7,"Illinois",12,84.5,95.25,73.75,0.535,0,0,82,71.25,92.75,0.535,0,0
"108",2012,7,"Iowa",4,96.6,96.6,72.6,0.032,0,0,95.2,72.6,95.2,0,0,0
"109",2012,8,"Illinois",21,77,85.8,68.2,0.006,0,0,79.1,69,89.2,0.006,0,0
"110",2012,9,"Illinois",17,68.375,79,57.75,0.0175,0,0,72,61.25,82.75,0.0175,0,0
"111",2012,10,"Illinois",58,56.7,63.8,49.6,0.108,0,0,60.8,53.8,67.8,0.108,0,0
"112",2012,11,"Illinois",16,40.875,48.5,33.25,0.005,0,0,42.375,35.25,49.5,0.005,0,0
"113",2012,12,"Iowa",2,38.4,38.4,23.4,0.044,0.16,2.8,38.4,28.2,38.4,0.044,0.16,1.4
"114",2013,1,"Illinois",24,27.5,37.4,17.6,0.084,0.16,0.2,26.8,19.2,34.4,0.002,0.06,0
"115",2013,1,"Wisconsin",3,48.53,37,20.5,0.0825,0.25,0.75,48.53,23.25,39,0.0725,0.075,0.75
"116",2013,2,"Illinois",8,28.25,36.25,20.25,0.025,0.15,1,28.375,17.25,39.5,0.1025,0.125,0.75
"117",2013,3,"Iowa",9,40.8,40.8,27.6,0.132,0.86,1.6,38,24.2,38,0.132,0.86,2.4
"118",2013,4,"Illinois",9,41.125,47,35.25,0.9875,0,0,39.5,33.75,45.25,0.985,0,0
"119",2013,4,"Iowa",5,53.75,71.25,42,0.075,0,0,66,39,66,0.075,0,0
"120",2013,4,"Wisconsin",5,42.5,48.5,34.25,0.015,0.05,0,41.8825,32.25,43.75,0.015,0.05,0
"121",2013,5,"Illinois",18,69.8,80.8,58.8,0.12,0,0,63.4,53,73.8,0.118,0,0
"122",2013,5,"Wisconsin",50,49.8,55,44.8,0.296,0,0,45.8,39.8,52.6,0.274,0,0
"123",2013,6,"Iowa",31,70.2,78.4,62.4,0.102,0,0,67.2,60.6,75,0.202,0,0
"124",2013,6,"Wisconsin",75,65,72.75,57.75,0.235,0,0,64.75,57.25,72.75,0.2475,0,0
"125",2013,7,"Wisconsin",4,74.75,82,66.25,0.0675,0,0,75.5,66.5,84,0.015,0,0
"126",2013,8,"Illinois",7,75.5,84.25,66.75,0.02,0,0,73.25,64.75,81.75,0.085,0,0
"127",2013,8,"Iowa",4,76,87.75,64.5,0.055,0,0,71.25,59,83.25,0.055,0,0
"128",2013,9,"Illinois",23,72.75,82.75,62.75,0.2,0,0,76.375,66.75,86,0.2,0,0
"129",2013,9,"Wisconsin",5,64,73.75,53,0,0,0,68,57.5,79,0,0,0
"130",2013,11,"Wisconsin",4,38,44.8,30.6,0.018,0,0,41.2,33.8,48.4,0.018,0,0
"131",2013,12,"Wisconsin",3,24,29.75,17.25,0.0125,0.05,3.275,23.5,17.5,28.25,0.0125,0.05,1
"132",2014,1,"Iowa",5,27.25,40.75,8.75,0,0,1.375,23,8,35.25,0,0,1.375
"133",2014,3,"Illinois",13,29,36,22,0.265,1.575,2.75,24.5,18,31,0.265,1.575,3.5
"134",2014,3,"Wisconsin",46,35.75,47,28.25,0.0425,0.05,2.75,27.5,19.75,41,0.0075,0.05,4.725
"135",2014,4,"Iowa",12,59,68,45,0.6525,0.025,0,57.25,42.5,69.5,0.425,0.025,0
"136",2014,5,"Illinois",19,65.125,74.75,55.5,0.055,0,0,61.125,52.5,69.75,0.0425,0,0
"137",2014,5,"Wisconsin",3,54.6,61.8,46,0.062,0,0,53,44.2,60.4,0.072,0,0
"138",2014,6,"Illinois",24,68.75,76.25,61.25,0.3325,0,0,67.5,60.25,74.75,0.3475,0,0
"139",2014,7,"Illinois",12,68.7,76.8,60.6,0.016,0,0,68.7,60.8,76.6,0.028,0,0
"140",2014,8,"Illinois",20,74.25,83,65.5,0,0,0,73,63.25,82.75,0,0,0
"141",2014,8,"Wisconsin",4,70.4,80.8,62.8,0.192,0,0,69,61,79.4,0.166,0,0
"142",2014,9,"Illinois",12,68,79,57,0.4525,0,0,70.5,61,80,0.4525,0,0
"143",2014,9,"Wisconsin",58,61.5,68.75,52.75,0.04,0,0,64,56,71.75,0.0725,0,0
"144",2014,10,"Illinois",22,53.9,60.8,47,0.024,0,0,58.1,49.8,66.4,0.024,0,0
"145",2014,10,"Wisconsin",84,50.8,57.6,42.8,0.162,0.02,0,55.2,47.2,62.6,0.158,0,0
"146",2014,11,"Illinois",11,33.5,40.25,26.75,0,0,0,37.875,31.25,44.5,0,0,0
"147",2014,12,"Iowa",12,37.5,44.25,33.25,0,0,0,39.5,32.75,46.5,0,0,0
"148",2015,1,"Illinois",2,19.625,25.25,14,0.0025,0,1.75,15.375,9.5,21.25,0,0,1.75
"149",2015,3,"Illinois",15,37.25,45,29.5,0.04,0,1.75,32.625,24,41.25,0.0375,0.6,3.5
"150",2015,3,"Wisconsin",4,31,44.25,20.5,0.0025,0.075,2.275,26.75,16,41.5,0,0,4.55
"151",2015,4,"Illinois",8,51.5,61.6,41.4,0.024,0,0,49,40.6,57.4,0.056,0,0
"152",2015,4,"Iowa",9,58,68.75,46.25,0.2175,0,0,56.5,45,68.5,0.225,0,0
"153",2015,4,"Wisconsin",5,46.75,58.5,35.5,0.08,0,0,43.25,32.5,53.5,0.045,0.075,0
"154",2015,5,"Illinois",30,58.25,65.75,50.75,0.02,0,0,53.875,45.25,62.5,0.005,0,0
"155",2015,5,"Wisconsin",75,60,70.6,50.2,0.072,0,0,54.4,44.4,64.4,0.08,0,0
"156",2015,6,"Illinois",20,71.75,81,62.5,0.385,0,0,71.25,62,80.5,0.4,0,0
"157",2015,7,"Illinois",37,70.6,77.2,64,0.008,0,0,68.7,62.4,75,0.004,0,0
"158",2015,7,"Iowa",6,79.25,89.25,70.25,0.2975,0,0,77.75,68.75,88.25,0.2,0,0
"159",2015,8,"Illinois",46,70.125,77,63.25,0,0,0,74.875,67,82.75,0.005,0,0
"160",2015,8,"Wisconsin",36,70.5,82.25,61,0.0925,0,0,73.75,64,85,0.06,0,0
"161",2015,9,"Illinois",26,70.9,79.4,62.4,0,0,0,71.7,63.2,80.2,0,0,0
"162",2015,9,"Wisconsin",10,65,70.5,59.5,0.2175,0,0,65.5,58.75,71.75,0.25,0,0
"163",2015,10,"Illinois",34,59,68.25,49.75,0.0525,0,0,61.625,53.75,69.5,0,0,0
"164",2015,11,"Illinois",8,54.375,63.25,45.5,0.2725,0,0,55,45.5,64.5,0.32,0,0
"165",2015,12,"Iowa",11,40.75,46,34,0.465,0,0,41.75,37,47,0.5275,0,0
"166",2016,2,"Illinois",8,29,33.25,24.75,0.065,0.475,0.75,27.75,23.25,32.25,0,0,0.25
"167",2016,4,"Illinois",14,50.875,57.5,44.25,0.425,0,0,52.75,45,60.5,0.3225,0,0
"168",2016,4,"Wisconsin",9,42.6,50,35,0.04,0.32,0,40.4,32,48.8,0.036,0.32,0.4
"169",2016,5,"Illinois",2,61.625,71,52.25,0.3175,0,0,53.875,46.75,61,0.33,0,0
"170",2016,5,"Iowa",60,60.4,71,50.2,0.016,0,0,60,50.2,70.4,0.03,0,0
"171",2016,6,"Iowa",51,79,90.25,68,0.0575,0,0,76.25,64.75,88.75,0,0,0
"172",2016,7,"Wisconsin",6,71.8,78,64.6,0,0,0,71.4,63.4,78.6,0,0,0
"173",2016,8,"Iowa",17,73.5,83.5,65.25,0.105,0,0,73.25,65,82,0,0,0
"174",2016,9,"Iowa",56,68.75,79.25,58,0.04,0,0,70.5,61.25,84,0.105,0,0
"175",2016,9,"Wisconsin",10,68.2,74.2,62.6,0.13,0,0,70.4,63.8,76.6,0.016,0,0
"176",2016,10,"Illinois",71,60.375,68.25,52.5,0.345,0,0,62.625,54,71.25,0.3175,0,0
"177",2016,11,"Iowa",4,44,58.25,34.75,0.1675,0,0,47.25,37.5,59.75,0,0,0
"178",2016,11,"Wisconsin",4,51,56.25,38.5,0,0,0,53.75,40,62.5,0,0,0
"179",2017,1,"Wisconsin",7,21.5,26.25,17.75,0.1075,0,0,21.75,18,27.5,0.1075,0,0
"180",2017,2,"Wisconsin",27,30.5,42.25,22.25,0.2225,0.05,0,28.75,21.25,40.5,0,0,0
"181",2017,3,"Illinois",2,37.7,44.6,30.8,0.074,0,0.6,41.1,34,48.2,0.018,0,0.6
"182",2017,4,"Illinois",11,54.75,63,46.5,0.405,0,0,48,40,56,0.4075,0,0
"183",2017,6,"Illinois",4,71.75,82,61.5,0.12,0,0,69.5,59.25,79.75,0.05,0,0
"184",2017,6,"Iowa",22,75,86,63.75,0,0,0,75.5,65,87.75,0,0,0
"185",2017,7,"Illinois",32,77.5,85.25,69.75,0.3075,0,0,76.625,68.5,84.75,0.3625,0,0
"186",2017,7,"Wisconsin",93,73,79,63.75,0.115,0,0,73.5,64,80,0.115,0,0
"187",2017,8,"Wisconsin",12,67,73.75,60.75,0,0,0,69,64,75.5,0,0,0
"188",2017,9,"Illinois",5,68.25,77,59.5,0.0125,0,0,69.625,60.25,79,0.0125,0,0
"189",2017,10,"Wisconsin",33,57.25,67.5,51,0.12,0,0,61.5,55.25,70.5,0.12,0,0
"190",2017,11,"Iowa",18,42,51.75,28.5,0.0025,0,0,40.75,27.5,49.75,0.0075,0,0
"191",2017,12,"Wisconsin",3,27.8,34,21.4,0.01,0.14,0.48,34.6,27,44,0.006,0.08,0.24
"192",2018,1,"Illinois",5,27.1,34,20.2,0.006,0.06,0.8,20.1,13.4,26.8,0.006,0.06,1.2
"193",2018,3,"Illinois",14,36.5,43.75,29.25,0.005,0,0,37.25,29,45.5,0.005,0,0
"194",2018,4,"Illinois",22,41.375,48.5,34.25,0.04,0.25,0.25,41.375,34.25,48.5,0.0425,0.25,0.25
"195",2018,4,"Wisconsin",9,40.75,45.5,32.5,0.1125,0.05,0.3,38,31,43,0.065,0.05,0.3
"196",2018,5,"Iowa",3,69,80.5,59.75,0.4825,0,0,62,52.5,73.75,0.4825,0,0
"197",2018,5,"Wisconsin",12,57,66.25,49.5,0.37,0,0,49.75,43,57.25,0.4175,0,0
"198",2018,6,"Illinois",4,71.75,80.5,63,0.0325,0,0,73,63.75,82.25,0.1775,0,0
"199",2018,6,"Iowa",2,76,84.5,67.25,0.175,0,0,79,68.75,88.25,0.125,0,0
"200",2018,7,"Illinois",9,78,86.5,69.5,0.0225,0,0,77,69.75,84.25,0.04,0,0
"201",2018,8,"Illinois",15,74.4,82.6,66.2,0.168,0,0,75.8,66.6,85,0.014,0,0
"202",2018,8,"Wisconsin",4,70.8,76.4,64.4,0.014,0,0,71.2,65.4,76.2,0.014,0,0
"203",2018,9,"Iowa",16,65,74.4,57.8,0.042,0,0,71,62.8,80.8,0.01,0,0
"204",2018,9,"Wisconsin",41,66.25,73.25,53.75,0,0,0,68.5,56.5,77.5,0,0,0
"205",2018,10,"Illinois",5,56.4,65.2,47.6,0.3,0,0,57.4,48,66.8,0.248,0,0
"206",2018,10,"Wisconsin",3,49,53.75,45.25,0.12,0,0,51.5,45.25,56.5,0.12,0,0
"207",2018,11,"Illinois",3,30.125,35.25,25,0.0025,0.05,0.5,38,32.75,43.25,0.065,0,0
"208",2019,2,"Illinois",85,28.625,34.25,23,0.035,0.175,0.5,18.625,13.25,24,0.035,0.175,2.5
"209",2019,2,"Wisconsin",10,16.5,23.75,7,0,0.05,5.7,11,1.75,16,0,0.05,6
"210",2019,3,"Iowa",6,30.2,36.4,22.4,0.026,0,2.2,27.8,18.6,32.8,0.03,0.2,4.02
"211",2019,3,"Wisconsin",4,33.8,38.6,27.2,0.012,0,1.56,30.6,23.4,36.4,0,0,2.74
"212",2019,4,"Illinois",13,51.125,60.75,41.5,0.02,0,0,48.625,38,59.25,0.045,0,0
"213",2019,4,"Wisconsin",19,46,51.75,38.75,0.005,0,0,42.75,37.75,47.75,0.02,0,0
"214",2019,5,"Illinois",6,61.7,74,49.4,0.39,0,0,60.1,48,72.2,0.37,0,0
"215",2019,5,"Wisconsin",15,54.2,60.2,44.6,0.132,0,0,51.4,42.4,55.6,0.132,0,0
"216",2019,6,"Wisconsin",21,64.5,74.5,56,0.09,0,0,64,52,75.75,0,0,0
"217",2019,7,"Illinois",11,77.5,85.8,69.2,0.14,0,0,79.6,70.6,88.6,0.18,0,0
"218",2019,7,"Iowa",6,77,85.5,69.75,0.28,0,0,79,71.5,86.75,0,0,0
"219",2019,8,"Illinois",15,73.875,83,64.75,0,0,0,74.25,65.5,83,0,0,0
"220",2019,8,"Iowa",6,74,81.5,66,0.5325,0,0,76.75,68,86,0.8125,0,0
"221",2019,8,"Wisconsin",14,69.6,77.8,60.8,0,0,0,70.6,62.8,79.8,0,0,0
"222",2019,9,"Wisconsin",3,68.5,73.75,60.5,0.2975,0,0,69.75,59.75,75.25,0.2225,0,0
"223",2019,10,"Illinois",7,53.7,61.6,45.8,0.33,0.28,0.2,60.7,52.2,69.2,0.116,0,0
"224",2020,1,"Wisconsin",4,33.2,38.6,28,0.222,1.02,1.42,34,27.2,39.2,0.222,1.02,1.02
"225",2020,2,"Wisconsin",8,18.5,28.75,11.25,0,0,1.275,21.5,15.25,30.5,0,0,1.775
"226",2020,3,"Wisconsin",4,39,43.25,30.5,0.205,0,0,34.75,25.25,39.75,0.075,0,0
"227",2020,4,"Illinois",62,48.1,57.2,39,0.518,0.32,0,46.5,37,56,0.056,0.32,0
"228",2020,6,"Illinois",4,74,83.5,64.5,0.025,0,0,76.375,67.25,85.5,0.07,0,0
"229",2020,7,"Illinois",5,80.5,88.8,72.2,0.33,0,0,78.2,70,86.4,0.308,0,0
"230",2020,7,"Iowa",7,79.25,88.25,70.75,0.13,0,0,78.5,69.5,87,0.015,0,0
"231",2020,7,"Wisconsin",4,75.2,83.8,67.2,0.018,0,0,75,66.8,84,0.092,0,0
"232",2020,10,"Illinois",3,55.375,65.75,45,0.1625,0,0,59.875,49.75,70,0.1625,0,0
"233",2020,11,"Iowa",13,45.4,52.2,34.4,0.01,0,0,44.6,34.8,51.2,0.02,0.1,0
"234",2021,3,"Illinois",23,48,55,41,0.114,0,0,47.8,40.6,55,0.114,0,0.8
"235",2021,4,"Iowa",10,53.5,68.75,41.5,0,0,0,51.75,40.5,65.5,0,0,0
"236",2021,5,"Illinois",3,59.75,68.75,50.75,0.16,0,0,55,47.25,62.75,0.21,0,0
"237",2021,6,"Illinois",86,73,81,65,0.016,0,0,71.8,62.6,81,0.11,0,0
"238",2021,7,"Illinois",3,77.75,85.5,70,0.0625,0,0,76.375,69.25,83.5,0.02,0,0
"239",2021,7,"Wisconsin",23,69.4,76.2,61.2,0,0,0,69.8,61.8,77.8,0,0,0
"240",2021,9,"Illinois",97,68.4,76.6,60.2,0.066,0,0,70.9,62.6,79.2,0.356,0,0
