"","year","month","state","total.illnesses","avg.meantemp","avg.maxtemp","avg.mintemp","avg.prcp","avg.snow","avg.snowdepth","avg.lagmeantemp","avg.lagmintemp","avg.lagmaxtemp","avg.lagprcp","avg.lagsnow","avg.lagsdepth"
"22",2004,5,"Wisconsin",15,50,55.75,43.75,0.6775,0,0,48,42.5,53,0.7025,0,0
"23",2004,6,"Wisconsin",5,59.5,68,50.5,0.0775,0,0,57.25,50.25,64,0.0775,0,0
"24",2004,8,"Iowa",110,69.4,80,58.6,0.058,0,0,69.6,58.8,80,0.048,0,0
"25",2004,10,"Wisconsin",4,57.8,64.8,50.4,0.152,0,0,58,50,65.6,0.148,0,0
"26",2004,11,"Illinois",11,50,55.75,44.25,0.2675,0.475,0.5,55.375,50,60.75,0.08,0,0
"27",2004,11,"Iowa",225,38.5,45.75,30.75,0,0,0,42.5,33.25,51,0.01,0,0
"28",2004,12,"Wisconsin",34,27.2,34.6,19.6,0.066,0,0,26.6,20.2,32.8,0.078,0,0
"29",2005,5,"Wisconsin",104,56.5,65,47.5,0.195,0,0,52,42.75,60.75,0.1625,0,0
"30",2005,7,"Wisconsin",24,70.2,77,63,0,0,0,73.6,65.2,81.6,0,0,0
"31",2005,10,"Iowa",41,64.2,64.2,45.6,0.02,0,0,67.2,48.6,67.2,0.012,0,0
"32",2005,11,"Iowa",67,50.5,50.5,40.75,0.0275,0,0,52,39.75,52,0.0125,0,0
"33",2006,3,"Illinois",8,40.3,48.4,32.2,0.048,0,0,38.7,29.8,47.6,0.048,0,0
"34",2007,1,"Illinois",23,26,32.2,19.8,0,0.02,0,30.7,25.2,36.2,0,0,0
"35",2007,1,"Wisconsin",10,48.53,40.75,25.25,0.0025,0,1.5,48.53,28.75,40.75,0.0025,0,0.75
"36",2007,6,"Iowa",61,79.75,79.75,63,0,0,0,79.75,59.25,79.75,0,0,0
"37",2007,7,"Illinois",7,74.875,82.5,67.25,0.485,0,0,75.875,67.5,84.25,0.5125,0,0
"38",2007,7,"Wisconsin",16,48.53,75,61.25,0.0525,0,0,48.53,57.25,71.75,0,0,0
"39",2007,11,"Illinois",14,40.625,48.25,33,0.34,0,0,44.375,37,51.75,0.34,0,0
"40",2007,12,"Illinois",12,29.5,36.5,22.5,0.05,0.55,2.5,29.75,22,37.5,0.045,0.55,2.5
"41",2007,12,"Wisconsin",10,48.53,31.75,24.5,0.1025,1.475,5.5,48.53,22,31.5,0.005,0.1,5.25
"42",2008,2,"Wisconsin",12,48.53,30,19.8,0.084,1.34,9.6,48.53,14.8,26,0.054,1.02,8.2
"43",2008,4,"Wisconsin",4,48.53,59.25,41,0.32,0,0,48.53,36.25,48.5,0.02,0,1
"44",2008,7,"Illinois",24,77,87,67,0.046,0,0,75.4,66,84.8,0.086,0,0
"45",2008,7,"Wisconsin",45,48.53,78.25,62,0.0775,0,0,48.53,63.75,78.75,0.1625,0,0
"46",2008,8,"Iowa",61,83.8,83.8,63.4,0,0,0,84.4,64.6,84.4,0.28,0,0
"47",2008,8,"Wisconsin",200,48.53,80.4,64.6,0.002,0,0,48.53,64.4,80.2,0.002,0,0
"48",2008,10,"Wisconsin",13,48.53,59.6,43.4,0.082,0,0,48.53,44.8,60.6,0.082,0,0
"49",2008,11,"Wisconsin",76,48.53,42.25,29.75,0.03,0,0,48.53,36,49.75,0.03,0,0
"50",2008,12,"Wisconsin",62,48.53,30.5,16.25,0.1975,2.9,6.25,48.53,15.25,28,0.1875,2.9,3.25
"51",2009,1,"Wisconsin",21,48.53,21.4,6.6,0.058,0.6,3.8,48.53,11,28.6,0.066,0.6,5.2
"52",2009,2,"Wisconsin",90,48.53,32.75,17,0.0275,0.3,1,48.53,13.75,28.75,0.0225,0.3,2.25
"53",2009,4,"Illinois",24,47.6,56.4,38.8,0.008,0,0,46.4,37.4,55.4,0,0,0
"54",2009,4,"Wisconsin",8,48.53,60.75,36.5,0.0175,0,0,48.53,32.75,50.25,0.0175,0,0
"55",2009,6,"Wisconsin",7,48.53,77.25,57.25,0.5625,0,0,48.53,54.25,74.5,0.5625,0,0
"56",2009,10,"Illinois",19,53.5,59,48,0.0125,0,0,53.625,47.5,59.75,0.0125,0,0
"57",2009,11,"Illinois",8,45.5,51.25,39.75,0.11,0,0,48.25,43,53.5,0.0775,0,0
"58",2009,11,"Wisconsin",49,48.53,52.75,38.75,0,0,0,48.53,43,59.5,0.175,0,0
"59",2010,5,"Wisconsin",19,48.53,62.75,50,0.2675,0,0,48.53,49,65.25,0.305,0,0
"60",2010,6,"Iowa",35,81.25,81.25,64.5,0.6,0,0,82.75,63.25,82.75,0.1875,0,0
"61",2010,8,"Wisconsin",4,48.53,85.75,66.25,0.18,0,0,48.53,66.75,84.25,0.18,0,0
"62",2010,12,"Wisconsin",96,48.53,35.8,25.2,0.002,0,0.6,48.53,19.6,31.4,0,0,0.6
"63",2011,2,"Illinois",30,24.5,31,18,0.135,2.3,11.25,23.25,16.75,29.75,0.1125,2.25,11.5
"64",2011,4,"Iowa",12,71.75,71.75,41.5,0.0375,0,0,67,38.75,67,0.0375,0,0
"65",2011,5,"Wisconsin",12,48.53,64.5,44.75,0,0,0,48.53,44.25,64.25,0,0,0
"66",2011,12,"Iowa",21,44.5,44.5,25.5,0.0025,0.025,0,42,27,42,0.0025,0.025,0
"67",2012,4,"Wisconsin",29,48.53,49.5,34.5,0.0575,0,0,48.53,35.5,47.75,0.1525,0,0
"68",2012,10,"Wisconsin",17,48.53,50.25,38,0,0,0,48.53,41.25,54,0,0,0
"69",2012,11,"Illinois",20,40.875,48.5,33.25,0.005,0,0,42.375,35.25,49.5,0.005,0,0
"70",2012,11,"Wisconsin",8,48.53,45.6,32.6,0,0,0,48.53,31.8,46.6,0,0,0
"71",2013,6,"Wisconsin",4,65,72.75,57.75,0.235,0,0,64.75,57.25,72.75,0.2475,0,0
"72",2013,8,"Wisconsin",27,71,82.2,61.8,0.09,0,0,69.4,60.8,77.6,0.144,0,0
"73",2013,11,"Wisconsin",12,38,44.8,30.6,0.018,0,0,41.2,33.8,48.4,0.018,0,0
"74",2014,3,"Illinois",9,29,36,22,0.265,1.575,2.75,24.5,18,31,0.265,1.575,3.5
"75",2014,4,"Iowa",4,59,68,45,0.6525,0.025,0,57.25,42.5,69.5,0.425,0.025,0
"76",2014,8,"Iowa",45,76.6,86.8,68.2,0.37,0,0,76.6,68,85,0,0,0
"77",2014,11,"Illinois",10,33.5,40.25,26.75,0,0,0,37.875,31.25,44.5,0,0,0
"78",2014,11,"Wisconsin",4,25.25,34.75,18.5,0.0075,0.05,0.5,30.5,23.25,37.75,0.005,0.025,0
"79",2014,12,"Wisconsin",5,33.5,38.75,29,0,0,0,28,23.5,34.75,0.0075,0.05,0.5
"80",2015,1,"Wisconsin",58,23.4,26.8,17.4,0,0,3,26.6,21,31,0,0,3
"81",2015,2,"Illinois",6,19.5,26.75,12.25,0.0525,0.825,8.25,21.5,14.25,28.75,0.0175,0.225,6.5
"82",2015,3,"Illinois",26,37.25,45,29.5,0.04,0,1.75,32.625,24,41.25,0.0375,0.6,3.5
"83",2015,3,"Wisconsin",5,31,44.25,20.5,0.0025,0.075,2.275,26.75,16,41.5,0,0,4.55
"84",2015,6,"Illinois",6,71.75,81,62.5,0.385,0,0,71.25,62,80.5,0.4,0,0
"85",2015,6,"Iowa",21,75.5,84.75,67,0.3625,0,0,71.75,63.5,81,0.1625,0,0
"86",2015,6,"Wisconsin",32,57.75,62.75,51.75,0.16,0,0,59.75,52.75,66.5,0.1875,0,0
"87",2015,9,"Illinois",29,70.9,79.4,62.4,0,0,0,71.7,63.2,80.2,0,0,0
"88",2015,10,"Iowa",57,54.5,68,43.5,0,0,0,59.25,48.75,72.25,0,0,0
"89",2015,11,"Illinois",6,54.375,63.25,45.5,0.2725,0,0,55,45.5,64.5,0.32,0,0
"90",2015,12,"Wisconsin",29,35.75,41,30.75,0,0,0,37,31,41.5,0.0825,0,0
"91",2016,3,"Wisconsin",22,33.75,40.75,24.5,0.045,0.45,0.8,33.5,24.75,39,0.045,0.45,0.3
"92",2016,6,"Iowa",11,79,90.25,68,0.0575,0,0,76.25,64.75,88.75,0,0,0
"93",2016,8,"Wisconsin",17,77,82.75,70,0.105,0,0,76.5,70.5,82.75,0.105,0,0
"94",2016,10,"Iowa",19,61,72.4,51.2,0,0,0,63.8,53,74.2,0.032,0,0
"95",2016,10,"Wisconsin",20,52.5,63,42,0.0025,0,0,55.5,46.25,62.5,0.145,0,0
"96",2016,12,"Wisconsin",20,26.8,32.6,22.4,0.114,0.86,3.14,28.4,24.6,33.4,0.114,0.86,3.14
"97",2017,1,"Wisconsin",5,21.5,26.25,17.75,0.1075,0,0,21.75,18,27.5,0.1075,0,0
"98",2017,2,"Illinois",44,37.375,44,30.75,0,0.025,0,32.375,26.5,38.25,0.0225,0.025,0
"99",2017,2,"Iowa",11,41.25,51.75,31.5,0,0,0,40.75,31.75,48.75,0,0,0.3
"100",2017,3,"Illinois",28,37.7,44.6,30.8,0.074,0,0.6,41.1,34,48.2,0.018,0,0.6
"101",2017,3,"Wisconsin",20,34.6,42.6,28.4,0.04,0.02,0.78,34,27,41.4,0.218,0.06,0.78
"102",2017,4,"Illinois",14,54.75,63,46.5,0.405,0,0,48,40,56,0.4075,0,0
"103",2017,5,"Illinois",4,60.1,68.4,51.8,0.4,0,0,61.2,53.4,69,0.454,0,0
"104",2017,5,"Iowa",4,63.75,76.75,51.75,0,0,0,57.75,48,68,0.2725,0,0
"105",2017,5,"Wisconsin",36,50.75,55,45,0.06,0,0,48,42.25,53,0.0375,0,0
"106",2017,6,"Wisconsin",2,72,81.6,64.2,0.292,0,0,68.6,60.8,77.8,0.31,0,0
"107",2017,7,"Iowa",3,78.8,88.8,68.2,0,0,0,77,65.8,87.2,0,0,0
"108",2017,8,"Illinois",3,74.5,84.4,64.6,0.024,0,0,75.6,66,85.2,0.036,0,0
"109",2017,8,"Iowa",51,72.25,80.25,64.5,0.2025,0,0,72.75,64.25,81,0.1975,0,0
"110",2017,9,"Wisconsin",7,67.4,75.2,59.2,0.044,0,0,67.4,58.8,75.8,0.044,0,0
"111",2017,10,"Wisconsin",86,57.25,67.5,51,0.12,0,0,61.5,55.25,70.5,0.12,0,0
"112",2017,11,"Wisconsin",6,37.25,47.25,30.75,0.07,0.05,0,37.25,31.5,44.75,0.07,0.05,0
"113",2017,12,"Wisconsin",61,27.8,34,21.4,0.01,0.14,0.48,34.6,27,44,0.006,0.08,0.24
"114",2018,1,"Illinois",8,27.1,34,20.2,0.006,0.06,0.8,20.1,13.4,26.8,0.006,0.06,1.2
"115",2018,1,"Wisconsin",17,24.5,32.25,16.5,0,0,1.375,18,11.5,23.75,0.005,0.075,1.375
"116",2018,2,"Wisconsin",30,25.25,30.25,17.25,0.08,1.2,1.775,25.25,15.75,32,0.0625,1.2,2.075
"117",2018,3,"Illinois",6,36.5,43.75,29.25,0.005,0,0,37.25,29,45.5,0.005,0,0
"118",2018,4,"Illinois",19,41.375,48.5,34.25,0.04,0.25,0.25,41.375,34.25,48.5,0.0425,0.25,0.25
"119",2018,5,"Iowa",20,69,80.5,59.75,0.4825,0,0,62,52.5,73.75,0.4825,0,0
"120",2018,7,"Illinois",6,78,86.5,69.5,0.0225,0,0,77,69.75,84.25,0.04,0,0
"121",2018,7,"Iowa",31,75.6,84.8,66.2,0.046,0,0,75.8,66.8,85.6,0.086,0,0
"122",2018,8,"Illinois",5,74.4,82.6,66.2,0.168,0,0,75.8,66.6,85,0.014,0,0
"123",2018,9,"Wisconsin",28,66.25,73.25,53.75,0,0,0,68.5,56.5,77.5,0,0,0
"124",2018,12,"Illinois",38,36.5,43.5,29.5,0,0.025,0,32.625,26.75,38.5,0.0025,0.075,0.5
"125",2018,12,"Iowa",42,30.2,40.6,22,0.024,0.06,0,32,23.2,39.2,0.036,0.16,0
"126",2018,12,"Wisconsin",8,34,39.5,24.75,0.02,0.1,0,31.5,24,35.75,0,0,0.3
"127",2019,1,"Illinois",3,19.1,23.8,14.4,0.044,0.06,2.8,29.9,24.6,35.2,0.044,0.06,1.2
"128",2019,1,"Wisconsin",30,24.5,29.5,17.5,0.0575,0.5,1.775,34.25,25.5,41.5,0.0775,0.6,0
"129",2019,2,"Illinois",21,28.625,34.25,23,0.035,0.175,0.5,18.625,13.25,24,0.035,0.175,2.5
"130",2019,3,"Illinois",7,39.875,49.25,30.5,0.2175,0,0,34.75,27,42.5,0.1925,0,0
"131",2019,3,"Wisconsin",48,33.8,38.6,27.2,0.012,0,1.56,30.6,23.4,36.4,0,0,2.74
"132",2019,6,"Illinois",20,70.875,81.25,60.5,0.3975,0,0,66.625,56,77.25,0.3725,0,0
"133",2019,6,"Wisconsin",23,64.5,74.5,56,0.09,0,0,64,52,75.75,0,0,0
"134",2019,7,"Iowa",4,77,85.5,69.75,0.28,0,0,79,71.5,86.75,0,0,0
"135",2019,7,"Wisconsin",58,77,88.75,67.5,0.01,0,0,76.25,67.5,88,0.1,0,0
"136",2019,9,"Iowa",3,68,76,61.2,0.26,0,0,69.2,62.2,75.6,0.198,0,0
"137",2019,10,"Illinois",15,53.7,61.6,45.8,0.33,0.28,0.2,60.7,52.2,69.2,0.116,0,0
"138",2019,11,"Wisconsin",5,29.8,37.4,23.2,0.006,0.02,1.42,31.4,23.4,39.8,0.006,0.02,1.42
"139",2019,12,"Illinois",3,32.25,39.75,24.75,0,0.05,0,31,23.25,38.75,0.03,0.05,0
"140",2020,1,"Wisconsin",50,33.2,38.6,28,0.222,1.02,1.42,34,27.2,39.2,0.222,1.02,1.02
"141",2020,2,"Iowa",10,38,51.75,26,0,0,2.25,33.5,24.5,43.5,0,0,4.525
"142",2020,2,"Wisconsin",188,18.5,28.75,11.25,0,0,1.275,21.5,15.25,30.5,0,0,1.775
"143",2020,3,"Wisconsin",19,39,43.25,30.5,0.205,0,0,34.75,25.25,39.75,0.075,0,0
"144",2020,4,"Wisconsin",23,41.5,48.75,36.75,0.0025,0,0,40.75,36,47.75,0.1325,0,0
"145",2020,5,"Illinois",6,61.5,70.5,52.5,0.0475,0,0,54.625,45,64.25,0.58,0,0
"146",2020,8,"Wisconsin",23,74.25,82.75,65.75,0.14,0,0,73.25,64,80.75,0,0,0
"147",2020,9,"Illinois",3,68.3,76.8,59.8,0.122,0,0,73.3,64.6,82,0.122,0,0
"148",2020,12,"Illinois",3,36.6,45.6,27.6,0.07,0,0.2,39.5,31.2,47.8,0.094,0,0
"149",2021,2,"Wisconsin",6,20,25.75,11.75,0.01,0.3,15.775,17,8.5,24,0.01,0.3,14.5
"150",2021,3,"Wisconsin",28,37.75,45,28.5,0.005,0,0.775,36.5,26,44.5,0,0,4.025
"151",2021,4,"Illinois",6,52.375,60.75,44,0.1875,0,0,49.375,41.25,57.5,0,0,0
"152",2021,4,"Iowa",4,53.5,68.75,41.5,0,0,0,51.75,40.5,65.5,0,0,0
"153",2021,4,"Wisconsin",17,47.2,54.4,39.6,0.002,0,0,44.6,38.2,52,0.006,0,0
"154",2021,6,"Wisconsin",82,76.25,88.5,66,0.195,0,0,70,61,80.75,0.22,0,0
"155",2021,7,"Illinois",22,77.75,85.5,70,0.0625,0,0,76.375,69.25,83.5,0.02,0,0
"156",2021,8,"Wisconsin",65,77.5,85.25,69,0.18,0,0,75.5,65.75,82,0.18,0,0
"157",2021,9,"Iowa",3,72.5,85,62.25,0,0,0,74.75,65.25,84.25,0,0,0
